sku,shape,carat,color,clarity,cut,price,url,image_url,type,lab
BN1577,Marquise,2.1,G,VS2,Excellent,16589,https://www.bluenile.com/diamond-details/1577,https://example.invalid/1577.jpg,Natural,GIA
BN1578,Marquise,2.02,H,VVS1,Very Good,19526,https://www.bluenile.com/diamond-details/1578,https://example.invalid/1578.jpg,Natural,GIA
BN1579,Marquise,2.07,G,VVS2,Very Good,19810,https://www.bluenile.com/diamond-details/1579,https://example.invalid/1579.jpg,Natural,GIA
BN1580,Marquise,2.17,E,VS2,Ideal,21771,https://www.bluenile.com/diamond-details/1580,https://example.invalid/1580.jpg,Natural,GIA
LD1581,Marquise,2.09,E,VVS2,Very Good,4234,https://www.bluenile.com/diamond-details/1581,https://example.invalid/1581.jpg,Lab-Grown,IGI
LD1582,Marquise,2.06,E,VS2,Excellent,3438,https://www.bluenile.com/diamond-details/1582,https://example.invalid/1582.jpg,Lab-Grown,IGI
LD1583,Marquise,2.07,G,VS2,Very Good,2798,https://www.bluenile.com/diamond-details/1583,https://example.invalid/1583.jpg,Lab-Grown,IGI
LD1584,Marquise,2.14,H,VS2,Excellent,2518,https://www.bluenile.com/diamond-details/1584,https://example.invalid/1584.jpg,Lab-Grown,IGI
BN1585,Marquise,2.57,G,VVS1,Very Good,28650,https://www.bluenile.com/diamond-details/1585,https://example.invalid/1585.jpg,Natural,GIA
BN1586,Marquise,2.58,D,VS1,Excellent,31741,https://www.bluenile.com/diamond-details/1586,https://example.invalid/1586.jpg,Natural,GIA
BN1587,Marquise,2.42,E,VS2,Very Good,25056,https://www.bluenile.com/diamond-details/1587,https://example.invalid/1587.jpg,Natural,GIA
BN1588,Marquise,2.63,E,VVS1,Excellent,34873,https://www.bluenile.com/diamond-details/1588,https://example.invalid/1588.jpg,Natural,GIA
LD1589,Marquise,2.44,D,VS1,Excellent,4678,https://www.bluenile.com/diamond-details/1589,https://example.invalid/1589.jpg,Lab-Grown,IGI
LD1590,Marquise,2.68,E,VVS2,Ideal,5467,https://www.bluenile.com/diamond-details/1590,https://example.invalid/1590.jpg,Lab-Grown,IGI
LD1591,Marquise,2.66,D,VVS2,Ideal,5164,https://www.bluenile.com/diamond-details/1591,https://example.invalid/1591.jpg,Lab-Grown,IGI
LD1592,Marquise,2.57,H,VVS2,Very Good,3757,https://www.bluenile.com/diamond-details/1592,https://example.invalid/1592.jpg,Lab-Grown,IGI
BN1593,Marquise,3.2,F,VS2,Ideal,41099,https://www.bluenile.com/diamond-details/1593,https://example.invalid/1593.jpg,Natural,GIA
BN1594,Marquise,3.19,D,VS2,Excellent,53738,https://www.bluenile.com/diamond-details/1594,https://example.invalid/1594.jpg,Natural,GIA
BN1595,Marquise,2.97,F,VS1,Very Good,44882,https://www.bluenile.com/diamond-details/1595,https://example.invalid/1595.jpg,Natural,GIA
BN1596,Marquise,3.21,H,VVS1,Very Good,39853,https://www.bluenile.com/diamond-details/1596,https://example.invalid/1596.jpg,Natural,GIA
LD1597,Marquise,3.07,D,VVS2,Excellent,8173,https://www.bluenile.com/diamond-details/1597,https://example.invalid/1597.jpg,Lab-Grown,IGI
LD1598,Marquise,3.24,G,VS1,Ideal,6256,https://www.bluenile.com/diamond-details/1598,https://example.invalid/1598.jpg,Lab-Grown,IGI
LD1599,Marquise,3.09,F,VVS1,Ideal,7194,https://www.bluenile.com/diamond-details/1599,https://example.invalid/1599.jpg,Lab-Grown,IGI
LD1600,Marquise,3.27,G,VVS1,Very Good,7880,https://www.bluenile.com/diamond-details/1600,https://example.invalid/1600.jpg,Lab-Grown,IGI
BN1601,Marquise,3.88,H,VVS1,Very Good,67914,https://www.bluenile.com/diamond-details/1601,https://example.invalid/1601.jpg,Natural,GIA
BN1602,Marquise,4.2,G,VVS1,Excellent,72300,https://www.bluenile.com/diamond-details/1602,https://example.invalid/1602.jpg,Natural,GIA
BN1603,Marquise,4.11,F,VVS2,Ideal,81185,https://www.bluenile.com/diamond-details/1603,https://example.invalid/1603.jpg,Natural,GIA
BN1604,Marquise,4.3,H,VS2,Ideal,51053,https://www.bluenile.com/diamond-details/1604,https://example.invalid/1604.jpg,Natural,GIA
LD1605,Marquise,4.22,F,VVS1,Ideal,12952,https://www.bluenile.com/diamond-details/1605,https://example.invalid/1605.jpg,Lab-Grown,IGI
LD1606,Marquise,4.0,F,VVS1,Very Good,12141,https://www.bluenile.com/diamond-details/1606,https://example.invalid/1606.jpg,Lab-Grown,IGI
LD1607,Marquise,3.97,H,VS2,Excellent,7700,https://www.bluenile.com/diamond-details/1607,https://example.invalid/1607.jpg,Lab-Grown,IGI
LD1608,Marquise,4.19,F,VVS1,Excellent,12558,https://www.bluenile.com/diamond-details/1608,https://example.invalid/1608.jpg,Lab-Grown,IGI
BN1609,Marquise,5.44,F,VS1,Very Good,105826,https://www.bluenile.com/diamond-details/1609,https://example.invalid/1609.jpg,Natural,GIA
BN1610,Marquise,5.39,D,VS1,Excellent,118206,https://www.bluenile.com/diamond-details/1610,https://example.invalid/1610.jpg,Natural,GIA
BN1611,Marquise,5.17,D,VVS2,Very Good,126169,https://www.bluenile.com/diamond-details/1611,https://example.invalid/1611.jpg,Natural,GIA
BN1612,Marquise,5.37,E,VS2,Ideal,90291,https://www.bluenile.com/diamond-details/1612,https://example.invalid/1612.jpg,Natural,GIA
LD1613,Marquise,5.28,H,VS1,Excellent,10649,https://www.bluenile.com/diamond-details/1613,https://example.invalid/1613.jpg,Lab-Grown,IGI
LD1614,Marquise,5.27,F,VS2,Excellent,13247,https://www.bluenile.com/diamond-details/1614,https://example.invalid/1614.jpg,Lab-Grown,IGI
LD1615,Marquise,5.01,G,VVS2,Very Good,13848,https://www.bluenile.com/diamond-details/1615,https://example.invalid/1615.jpg,Lab-Grown,IGI
LD1616,Marquise,5.45,E,VS1,Excellent,14810,https://www.bluenile.com/diamond-details/1616,https://example.invalid/1616.jpg,Lab-Grown,IGI
BN1617,Radiant,0.25,G,VVS1,Ideal,461,https://www.bluenile.com/diamond-details/1617,https://example.invalid/1617.jpg,Natural,GIA
BN1618,Radiant,0.27,H,VS2,Excellent,316,https://www.bluenile.com/diamond-details/1618,https://example.invalid/1618.jpg,Natural,GIA
BN1619,Radiant,0.25,H,VVS2,Very Good,352,https://www.bluenile.com/diamond-details/1619,https://example.invalid/1619.jpg,Natural,GIA
BN1620,Radiant,0.26,D,VS1,Ideal,519,https://www.bluenile.com/diamond-details/1620,https://example.invalid/1620.jpg,Natural,GIA
LD1621,Radiant,0.27,F,VVS1,Very Good,89,https://www.bluenile.com/diamond-details/1621,https://example.invalid/1621.jpg,Lab-Grown,IGI
LD1622,Radiant,0.27,F,VS1,Ideal,69,https://www.bluenile.com/diamond-details/1622,https://example.invalid/1622.jpg,Lab-Grown,IGI
LD1623,Radiant,0.26,E,VVS2,Very Good,79,https://www.bluenile.com/diamond-details/1623,https://example.invalid/1623.jpg,Lab-Grown,IGI
LD1624,Radiant,0.25,G,VVS1,Excellent,64,https://www.bluenile.com/diamond-details/1624,https://example.invalid/1624.jpg,Lab-Grown,IGI
BN1625,Radiant,0.5,H,VS2,Excellent,1141,https://www.bluenile.com/diamond-details/1625,https://example.invalid/1625.jpg,Natural,GIA
BN1626,Radiant,0.48,E,VS2,Excellent,1484,https://www.bluenile.com/diamond-details/1626,https://example.invalid/1626.jpg,Natural,GIA
BN1627,Radiant,0.5,E,VS2,Excellent,1582,https://www.bluenile.com/diamond-details/1627,https://example.invalid/1627.jpg,Natural,GIA
BN1628,Radiant,0.52,D,VVS2,Very Good,2508,https://www.bluenile.com/diamond-details/1628,https://example.invalid/1628.jpg,Natural,GIA
LD1629,Radiant,0.5,D,VVS1,Excellent,349,https://www.bluenile.com/diamond-details/1629,https://example.invalid/1629.jpg,Lab-Grown,IGI
LD1630,Radiant,0.53,E,VS2,Very Good,288,https://www.bluenile.com/diamond-details/1630,https://example.invalid/1630.jpg,Lab-Grown,IGI
LD1631,Radiant,0.49,H,VVS2,Excellent,230,https://www.bluenile.com/diamond-details/1631,https://example.invalid/1631.jpg,Lab-Grown,IGI
LD1632,Radiant,0.51,G,VS2,Ideal,187,https://www.bluenile.com/diamond-details/1632,https://example.invalid/1632.jpg,Lab-Grown,IGI
BN1633,Radiant,0.78,F,VS2,Excellent,2998,https://www.bluenile.com/diamond-details/1633,https://example.invalid/1633.jpg,Natural,GIA
BN1634,Radiant,0.79,F,VS1,Very Good,3122,https://www.bluenile.com/diamond-details/1634,https://example.invalid/1634.jpg,Natural,GIA
BN1635,Radiant,0.74,H,VS2,Ideal,2200,https://www.bluenile.com/diamond-details/1635,https://example.invalid/1635.jpg,Natural,GIA
BN1636,Radiant,0.76,H,VS1,Excellent,2639,https://www.bluenile.com/diamond-details/1636,https://example.invalid/1636.jpg,Natural,GIA
LD1637,Radiant,0.78,E,VVS2,Ideal,645,https://www.bluenile.com/diamond-details/1637,https://example.invalid/1637.jpg,Lab-Grown,IGI
LD1638,Radiant,0.79,F,VVS1,Ideal,609,https://www.bluenile.com/diamond-details/1638,https://example.invalid/1638.jpg,Lab-Grown,IGI
LD1639,Radiant,0.77,F,VS1,Excellent,472,https://www.bluenile.com/diamond-details/1639,https://example.invalid/1639.jpg,Lab-Grown,IGI
LD1640,Radiant,0.77,F,VS1,Very Good,545,https://www.bluenile.com/diamond-details/1640,https://example.invalid/1640.jpg,Lab-Grown,IGI
BN1641,Radiant,1.01,D,VS2,Very Good,7267,https://www.bluenile.com/diamond-details/1641,https://example.invalid/1641.jpg,Natural,GIA
BN1642,Radiant,0.97,H,VS1,Very Good,5049,https://www.bluenile.com/diamond-details/1642,https://example.invalid/1642.jpg,Natural,GIA
BN1643,Radiant,0.99,H,VVS2,Very Good,5921,https://www.bluenile.com/diamond-details/1643,https://example.invalid/1643.jpg,Natural,GIA
BN1644,Radiant,1.07,E,VS2,Excellent,6748,https://www.bluenile.com/diamond-details/1644,https://example.invalid/1644.jpg,Natural,GIA
LD1645,Radiant,0.99,G,VS1,Ideal,873,https://www.bluenile.com/diamond-details/1645,https://example.invalid/1645.jpg,Lab-Grown,IGI
LD1646,Radiant,1.08,G,VVS1,Very Good,1032,https://www.bluenile.com/diamond-details/1646,https://example.invalid/1646.jpg,Lab-Grown,IGI
LD1647,Radiant,0.97,D,VS2,Ideal,1084,https://www.bluenile.com/diamond-details/1647,https://example.invalid/1647.jpg,Lab-Grown,IGI
LD1648,Radiant,1.05,F,VS2,Ideal,891,https://www.bluenile.com/diamond-details/1648,https://example.invalid/1648.jpg,Lab-Grown,IGI
BN1649,Radiant,1.27,G,VS1,Very Good,6583,https://www.bluenile.com/diamond-details/1649,https://example.invalid/1649.jpg,Natural,GIA
BN1650,Radiant,1.24,G,VS1,Very Good,6712,https://www.bluenile.com/diamond-details/1650,https://example.invalid/1650.jpg,Natural,GIA
BN1651,Radiant,1.25,G,VVS2,Ideal,7610,https://www.bluenile.com/diamond-details/1651,https://example.invalid/1651.jpg,Natural,GIA
BN1652,Radiant,1.24,H,VS1,Ideal,6355,https://www.bluenile.com/diamond-details/1652,https://example.invalid/1652.jpg,Natural,GIA
LD1653,Radiant,1.36,E,VVS2,Ideal,1547,https://www.bluenile.com/diamond-details/1653,https://example.invalid/1653.jpg,Lab-Grown,IGI
LD1654,Radiant,1.2,E,VS1,Excellent,1241,https://www.bluenile.com/diamond-details/1654,https://example.invalid/1654.jpg,Lab-Grown,IGI
LD1655,Radiant,1.3,G,VS1,Very Good,1133,https://www.bluenile.com/diamond-details/1655,https://example.invalid/1655.jpg,Lab-Grown,IGI
LD1656,Radiant,1.34,F,VS2,Ideal,1269,https://www.bluenile.com/diamond-details/1656,https://example.invalid/1656.jpg,Lab-Grown,IGI
BN1657,Radiant,1.48,E,VVS2,Very Good,15214,https://www.bluenile.com/diamond-details/1657,https://example.invalid/1657.jpg,Natural,GIA
BN1658,Radiant,1.47,D,VS1,Very Good,15357,https://www.bluenile.com/diamond-details/1658,https://example.invalid/1658.jpg,Natural,GIA
BN1659,Radiant,1.54,F,VS2,Ideal,12090,https://www.bluenile.com/diamond-details/1659,https://example.invalid/1659.jpg,Natural,GIA
BN1660,Radiant,1.57,D,VVS1,Excellent,17335,https://www.bluenile.com/diamond-details/1660,https://example.invalid/1660.jpg,Natural,GIA
LD1661,Radiant,1.58,F,VS2,Very Good,1802,https://www.bluenile.com/diamond-details/1661,https://example.invalid/1661.jpg,Lab-Grown,IGI
LD1662,Radiant,1.59,D,VS2,Excellent,1940,https://www.bluenile.com/diamond-details/1662,https://example.invalid/1662.jpg,Lab-Grown,IGI
LD1663,Radiant,1.49,G,VS2,Very Good,1519,https://www.bluenile.com/diamond-details/1663,https://example.invalid/1663.jpg,Lab-Grown,IGI
LD1664,Radiant,1.63,F,VS2,Very Good,1966,https://www.bluenile.com/diamond-details/1664,https://example.invalid/1664.jpg,Lab-Grown,IGI
BN1665,Radiant,2.17,E,VVS1,Very Good,26991,https://www.bluenile.com/diamond-details/1665,https://example.invalid/1665.jpg,Natural,GIA
BN1666,Radiant,2.1,E,VS2,Ideal,22446,https://www.bluenile.com/diamond-details/1666,https://example.invalid/1666.jpg,Natural,GIA
BN1667,Radiant,2.17,D,VVS2,Very Good,33238,https://www.bluenile.com/diamond-details/1667,https://example.invalid/1667.jpg,Natural,GIA
BN1668,Radiant,2.11,F,VS1,Ideal,20488,https://www.bluenile.com/diamond-details/1668,https://example.invalid/1668.jpg,Natural,GIA
LD1669,Radiant,1.94,D,VS1,Ideal,3680,https://www.bluenile.com/diamond-details/1669,https://example.invalid/1669.jpg,Lab-Grown,IGI
LD1670,Radiant,2.13,F,VVS2,Excellent,3437,https://www.bluenile.com/diamond-details/1670,https://example.invalid/1670.jpg,Lab-Grown,IGI
LD1671,Radiant,1.93,G,VVS2,Excellent,3031,https://www.bluenile.com/diamond-details/1671,https://example.invalid/1671.jpg,Lab-Grown,IGI
LD1672,Radiant,2.03,F,VVS1,Excellent,3809,https://www.bluenile.com/diamond-details/1672,https://example.invalid/1672.jpg,Lab-Grown,IGI
BN1673,Radiant,2.54,E,VVS1,Ideal,36915,https://www.bluenile.com/diamond-details/1673,https://example.invalid/1673.jpg,Natural,GIA
BN1674,Radiant,2.66,D,VS1,Ideal,34300,https://www.bluenile.com/diamond-details/1674,https://example.invalid/1674.jpg,Natural,GIA
BN1675,Radiant,2.63,G,VS1,Excellent,26192,https://www.bluenile.com/diamond-details/1675,https://example.invalid/1675.jpg,Natural,GIA
BN1676,Radiant,2.44,H,VS2,Very Good,20191,https://www.bluenile.com/diamond-details/1676,https://example.invalid/1676.jpg,Natural,GIA
LD1677,Radiant,2.53,H,VVS2,Ideal,3673,https://www.bluenile.com/diamond-details/1677,https://example.invalid/1677.jpg,Lab-Grown,IGI
LD1678,Radiant,2.58,F,VVS1,Very Good,5382,https://www.bluenile.com/diamond-details/1678,https://example.invalid/1678.jpg,Lab-Grown,IGI
LD1679,Radiant,2.55,G,VVS2,Ideal,4040,https://www.bluenile.com/diamond-details/1679,https://example.invalid/1679.jpg,Lab-Grown,IGI
LD1680,Radiant,2.48,G,VVS2,Ideal,4021,https://www.bluenile.com/diamond-details/1680,https://example.invalid/1680.jpg,Lab-Grown,IGI
BN1681,Radiant,3.26,F,VVS2,Excellent,48096,https://www.bluenile.com/diamond-details/1681,https://example.invalid/1681.jpg,Natural,GIA
BN1682,Radiant,3.14,H,VVS2,Ideal,37764,https://www.bluenile.com/diamond-details/1682,https://example.invalid/1682.jpg,Natural,GIA
BN1683,Radiant,3.21,F,VVS1,Very Good,55968,https://www.bluenile.com/diamond-details/1683,https://example.invalid/1683.jpg,Natural,GIA
BN1684,Radiant,2.91,H,VVS2,Excellent,36920,https://www.bluenile.com/diamond-details/1684,https://example.invalid/1684.jpg,Natural,GIA
LD1685,Radiant,2.95,F,VS1,Very Good,6661,https://www.bluenile.com/diamond-details/1685,https://example.invalid/1685.jpg,Lab-Grown,IGI
LD1686,Radiant,3.2,G,VS1,Excellent,6243,https://www.bluenile.com/diamond-details/1686,https://example.invalid/1686.jpg,Lab-Grown,IGI
LD1687,Radiant,3.22,D,VVS2,Ideal,8931,https://www.bluenile.com/diamond-details/1687,https://example.invalid/1687.jpg,Lab-Grown,IGI
LD1688,Radiant,2.93,E,VVS2,Ideal,7515,https://www.bluenile.com/diamond-details/1688,https://example.invalid/1688.jpg,Lab-Grown,IGI
BN1689,Radiant,4.03,H,VVS2,Very Good,61364,https://www.bluenile.com/diamond-details/1689,https://example.invalid/1689.jpg,Natural,GIA
BN1690,Radiant,3.98,F,VVS1,Ideal,86550,https://www.bluenile.com/diamond-details/1690,https://example.invalid/1690.jpg,Natural,GIA
BN1691,Radiant,4.17,E,VS1,Very Good,72340,https://www.bluenile.com/diamond-details/1691,https://example.invalid/1691.jpg,Natural,GIA
BN1692,Radiant,4.03,H,VS1,Excellent,57227,https://www.bluenile.com/diamond-details/1692,https://example.invalid/1692.jpg,Natural,GIA
LD1693,Radiant,4.02,G,VVS2,Very Good,9306,https://www.bluenile.com/diamond-details/1693,https://example.invalid/1693.jpg,Lab-Grown,IGI
LD1694,Radiant,3.84,F,VS2,Ideal,9442,https://www.bluenile.com/diamond-details/1694,https://example.invalid/1694.jpg,Lab-Grown,IGI
LD1695,Radiant,4.21,F,VVS2,Ideal,11798,https://www.bluenile.com/diamond-details/1695,https://example.invalid/1695.jpg,Lab-Grown,IGI
LD1696,Radiant,4.27,D,VVS1,Very Good,16867,https://www.bluenile.com/diamond-details/1696,https://example.invalid/1696.jpg,Lab-Grown,IGI
BN1697,Radiant,4.88,F,VVS2,Excellent,103915,https://www.bluenile.com/diamond-details/1697,https://example.invalid/1697.jpg,Natural,GIA
BN1698,Radiant,5.09,F,VS2,Ideal,85432,https://www.bluenile.com/diamond-details/1698,https://example.invalid/1698.jpg,Natural,GIA
BN1699,Radiant,5.43,G,VVS2,Ideal,90006,https://www.bluenile.com/diamond-details/1699,https://example.invalid/1699.jpg,Natural,GIA
BN1700,Radiant,5.35,E,VS1,Excellent,112827,https://www.bluenile.com/diamond-details/1700,https://example.invalid/1700.jpg,Natural,GIA
LD1701,Radiant,5.18,D,VS1,Very Good,15603,https://www.bluenile.com/diamond-details/1701,https://example.invalid/1701.jpg,Lab-Grown,IGI
LD1702,Radiant,4.85,G,VVS1,Ideal,12958,https://www.bluenile.com/diamond-details/1702,https://example.invalid/1702.jpg,Lab-Grown,IGI
LD1703,Radiant,5.12,D,VS2,Ideal,14785,https://www.bluenile.com/diamond-details/1703,https://example.invalid/1703.jpg,Lab-Grown,IGI
LD1704,Radiant,5.41,G,VVS1,Very Good,16231,https://www.bluenile.com/diamond-details/1704,https://example.invalid/1704.jpg,Lab-Grown,IGI
BN1705,Asscher,0.27,G,VVS1,Excellent,491,https://www.bluenile.com/diamond-details/1705,https://example.invalid/1705.jpg,Natural,GIA
BN1706,Asscher,0.26,D,VS1,Ideal,567,https://www.bluenile.com/diamond-details/1706,https://example.invalid/1706.jpg,Natural,GIA
BN1707,Asscher,0.26,F,VVS2,Ideal,538,https://www.bluenile.com/diamond-details/1707,https://example.invalid/1707.jpg,Natural,GIA
BN1708,Asscher,0.24,E,VS2,Very Good,426,https://www.bluenile.com/diamond-details/1708,https://example.invalid/1708.jpg,Natural,GIA
LD1709,Asscher,0.24,D,VS1,Very Good,76,https://www.bluenile.com/diamond-details/1709,https://example.invalid/1709.jpg,Lab-Grown,IGI
LD1710,Asscher,0.27,E,VVS2,Very Good,86,https://www.bluenile.com/diamond-details/1710,https://example.invalid/1710.jpg,Lab-Grown,IGI
LD1711,Asscher,0.26,G,VS1,Very Good,66,https://www.bluenile.com/diamond-details/1711,https://example.invalid/1711.jpg,Lab-Grown,IGI
LD1712,Asscher,0.27,E,VVS2,Excellent,84,https://www.bluenile.com/diamond-details/1712,https://example.invalid/1712.jpg,Lab-Grown,IGI
BN1713,Asscher,0.54,E,VVS2,Very Good,2232,https://www.bluenile.com/diamond-details/1713,https://example.invalid/1713.jpg,Natural,GIA
BN1714,Asscher,0.5,F,VVS2,Excellent,1915,https://www.bluenile.com/diamond-details/1714,https://example.invalid/1714.jpg,Natural,GIA
BN1715,Asscher,0.54,D,VVS2,Ideal,2307,https://www.bluenile.com/diamond-details/1715,https://example.invalid/1715.jpg,Natural,GIA
BN1716,Asscher,0.53,H,VVS2,Very Good,1510,https://www.bluenile.com/diamond-details/1716,https://example.invalid/1716.jpg,Natural,GIA
LD1717,Asscher,0.48,H,VVS2,Excellent,232,https://www.bluenile.com/diamond-details/1717,https://example.invalid/1717.jpg,Lab-Grown,IGI
LD1718,Asscher,0.51,H,VS1,Ideal,199,https://www.bluenile.com/diamond-details/1718,https://example.invalid/1718.jpg,Lab-Grown,IGI
LD1719,Asscher,0.49,H,VS2,Very Good,187,https://www.bluenile.com/diamond-details/1719,https://example.invalid/1719.jpg,Lab-Grown,IGI
LD1720,Asscher,0.51,G,VVS2,Very Good,229,https://www.bluenile.com/diamond-details/1720,https://example.invalid/1720.jpg,Lab-Grown,IGI
BN1721,Asscher,0.8,F,VS1,Excellent,3586,https://www.bluenile.com/diamond-details/1721,https://example.invalid/1721.jpg,Natural,GIA
BN1722,Asscher,0.78,G,VVS1,Very Good,3243,https://www.bluenile.com/diamond-details/1722,https://example.invalid/1722.jpg,Natural,GIA
BN1723,Asscher,0.73,G,VS2,Very Good,2258,https://www.bluenile.com/diamond-details/1723,https://example.invalid/1723.jpg,Natural,GIA
BN1724,Asscher,0.8,G,VS1,Excellent,2701,https://www.bluenile.com/diamond-details/1724,https://example.invalid/1724.jpg,Natural,GIA
LD1725,Asscher,0.77,E,VVS1,Excellent,603,https://www.bluenile.com/diamond-details/1725,https://example.invalid/1725.jpg,Lab-Grown,IGI
LD1726,Asscher,0.79,F,VS1,Very Good,513,https://www.bluenile.com/diamond-details/1726,https://example.invalid/1726.jpg,Lab-Grown,IGI
LD1727,Asscher,0.73,E,VS2,Very Good,462,https://www.bluenile.com/diamond-details/1727,https://example.invalid/1727.jpg,Lab-Grown,IGI
LD1728,Asscher,0.8,D,VVS1,Ideal,676,https://www.bluenile.com/diamond-details/1728,https://example.invalid/1728.jpg,Lab-Grown,IGI
BN1729,Asscher,1.05,G,VVS1,Very Good,6608,https://www.bluenile.com/diamond-details/1729,https://example.invalid/1729.jpg,Natural,GIA
BN1730,Asscher,1.08,E,VS2,Ideal,6543,https://www.bluenile.com/diamond-details/1730,https://example.invalid/1730.jpg,Natural,GIA
BN1731,Asscher,1.0,E,VVS2,Excellent,8258,https://www.bluenile.com/diamond-details/1731,https://example.invalid/1731.jpg,Natural,GIA
BN1732,Asscher,0.98,F,VVS2,Very Good,7219,https://www.bluenile.com/diamond-details/1732,https://example.invalid/1732.jpg,Natural,GIA
LD1733,Asscher,0.98,E,VVS1,Ideal,1360,https://www.bluenile.com/diamond-details/1733,https://example.invalid/1733.jpg,Lab-Grown,IGI
LD1734,Asscher,1.01,F,VS1,Excellent,1027,https://www.bluenile.com/diamond-details/1734,https://example.invalid/1734.jpg,Lab-Grown,IGI
LD1735,Asscher,0.97,G,VS1,Ideal,870,https://www.bluenile.com/diamond-details/1735,https://example.invalid/1735.jpg,Lab-Grown,IGI
LD1736,Asscher,1.0,G,VS2,Ideal,708,https://www.bluenile.com/diamond-details/1736,https://example.invalid/1736.jpg,Lab-Grown,IGI
BN1737,Asscher,1.22,E,VS2,Ideal,7598,https://www.bluenile.com/diamond-details/1737,https://example.invalid/1737.jpg,Natural,GIA
BN1738,Asscher,1.2,G,VS2,Ideal,5866,https://www.bluenile.com/diamond-details/1738,https://example.invalid/1738.jpg,Natural,GIA
BN1739,Asscher,1.34,H,VS2,Ideal,5897,https://www.bluenile.com/diamond-details/1739,https://example.invalid/1739.jpg,Natural,GIA
BN1740,Asscher,1.24,E,VVS2,Excellent,8914,https://www.bluenile.com/diamond-details/1740,https://example.invalid/1740.jpg,Natural,GIA
LD1741,Asscher,1.22,D,VVS2,Very Good,1471,https://www.bluenile.com/diamond-details/1741,https://example.invalid/1741.jpg,Lab-Grown,IGI
LD1742,Asscher,1.31,D,VS1,Ideal,1467,https://www.bluenile.com/diamond-details/1742,https://example.invalid/1742.jpg,Lab-Grown,IGI
LD1743,Asscher,1.28,F,VVS2,Ideal,1311,https://www.bluenile.com/diamond-details/1743,https://example.invalid/1743.jpg,Lab-Grown,IGI
LD1744,Asscher,1.33,H,VVS1,Excellent,1116,https://www.bluenile.com/diamond-details/1744,https://example.invalid/1744.jpg,Lab-Grown,IGI
BN1745,Asscher,1.46,E,VVS1,Very Good,15302,https://www.bluenile.com/diamond-details/1745,https://example.invalid/1745.jpg,Natural,GIA
BN1746,Asscher,1.45,H,VS2,Excellent,8335,https://www.bluenile.com/diamond-details/1746,https://example.invalid/1746.jpg,Natural,GIA
BN1747,Asscher,1.47,H,VVS2,Excellent,9602,https://www.bluenile.com/diamond-details/1747,https://example.invalid/1747.jpg,Natural,GIA
BN1748,Asscher,1.57,E,VVS2,Very Good,14535,https://www.bluenile.com/diamond-details/1748,https://example.invalid/1748.jpg,Natural,GIA
LD1749,Asscher,1.5,G,VVS2,Very Good,1659,https://www.bluenile.com/diamond-details/1749,https://example.invalid/1749.jpg,Lab-Grown,IGI
LD1750,Asscher,1.46,E,VS2,Ideal,1656,https://www.bluenile.com/diamond-details/1750,https://example.invalid/1750.jpg,Lab-Grown,IGI
LD1751,Asscher,1.54,D,VVS2,Very Good,2457,https://www.bluenile.com/diamond-details/1751,https://example.invalid/1751.jpg,Lab-Grown,IGI
LD1752,Asscher,1.55,D,VVS2,Very Good,2423,https://www.bluenile.com/diamond-details/1752,https://example.invalid/1752.jpg,Lab-Grown,IGI
BN1753,Asscher,1.99,H,VS1,Very Good,18380,https://www.bluenile.com/diamond-details/1753,https://example.invalid/1753.jpg,Natural,GIA
BN1754,Asscher,2.11,H,VS1,Very Good,19143,https://www.bluenile.com/diamond-details/1754,https://example.invalid/1754.jpg,Natural,GIA
BN1755,Asscher,1.95,D,VVS1,Excellent,30786,https://www.bluenile.com/diamond-details/1755,https://example.invalid/1755.jpg,Natural,GIA
BN1756,Asscher,2.07,E,VS2,Very Good,23094,https://www.bluenile.com/diamond-details/1756,https://example.invalid/1756.jpg,Natural,GIA
LD1757,Asscher,2.14,D,VVS1,Excellent,4686,https://www.bluenile.com/diamond-details/1757,https://example.invalid/1757.jpg,Lab-Grown,IGI
LD1758,Asscher,1.95,H,VS2,Excellent,2052,https://www.bluenile.com/diamond-details/1758,https://example.invalid/1758.jpg,Lab-Grown,IGI
LD1759,Asscher,1.98,E,VS2,Very Good,3358,https://www.bluenile.com/diamond-details/1759,https://example.invalid/1759.jpg,Lab-Grown,IGI
LD1760,Asscher,2.08,D,VS2,Excellent,3376,https://www.bluenile.com/diamond-details/1760,https://example.invalid/1760.jpg,Lab-Grown,IGI
BN1761,Asscher,2.46,F,VVS2,Ideal,26896,https://www.bluenile.com/diamond-details/1761,https://example.invalid/1761.jpg,Natural,GIA
BN1762,Asscher,2.59,E,VS2,Ideal,26514,https://www.bluenile.com/diamond-details/1762,https://example.invalid/1762.jpg,Natural,GIA
BN1763,Asscher,2.66,D,VS2,Very Good,32285,https://www.bluenile.com/diamond-details/1763,https://example.invalid/1763.jpg,Natural,GIA
BN1764,Asscher,2.64,E,VS1,Very Good,32692,https://www.bluenile.com/diamond-details/1764,https://example.invalid/1764.jpg,Natural,GIA
LD1765,Asscher,2.47,E,VVS2,Very Good,5003,https://www.bluenile.com/diamond-details/1765,https://example.invalid/1765.jpg,Lab-Grown,IGI
LD1766,Asscher,2.72,G,VS2,Ideal,3466,https://www.bluenile.com/diamond-details/1766,https://example.invalid/1766.jpg,Lab-Grown,IGI
